,joint_str,wrkt_str,target,output
5204,Research ASPLOS/CAL Jaseci Research Daily notes aws cluster access lit search,test coverage for highlight walker,Myca,-1
5205,Research GAN-GPT read GPT read Electra,test coverage for highlight walker,Myca,-1
5206,Research Reading MLsys seminar,test coverage for highlight walker,Myca,-1
5207,Research verint proposal Proposal,test coverage for highlight walker,Myca,-1
5208,Research KF Collab Ideas Kris avatar idea  Emotional tone Accuracy Efficiency Read wisc paper,test coverage for highlight walker,Myca,-1
5209,Research Bi/PolyEncoder,test coverage for highlight walker,Myca,-1
5210,Research Accuracy Efficiency slide deck,test coverage for highlight walker,Myca,-1
5211,Research Pathway to Open Source Grant notes follow up with one pager exec summary POSE contribution model text and diagrams,test coverage for highlight walker,Myca,-1
5212,Research Hitach/AVTN VILD Repo Notes Arxiv paper plan,test coverage for highlight walker,Myca,-1
5213,"Research Knowledge Building Serverless computing on heterogeneous computers INFless: a native serverless system for low-latency, high-throughput inference Client-optimized algorithms and acceleration for encrypted compute offloading SOL: safe on-node learning in cloud platforms IOCost: block IO control for containers in datacenters VELTAIR: towards high-performance multi-tenant deep learning services via adaptive compilation and scheduling Breaking the computation and communication abstraction barrier in distributed machine learning workloads",test coverage for highlight walker,Myca,-1
5214,Research Community Exposure,test coverage for highlight walker,Myca,-1
5215,Research cisco notes,test coverage for highlight walker,Myca,-1
5216,Research Students Roland Daynauth Chris Clarke Huanchen Sun Baichuan Li Stefan Heng Joshua Kisson Alex Zongyu Chen,test coverage for highlight walker,Myca,-1
5217,Research EAR clarity lab research meeting NS2.0 ASPLOS/CAL GAN-GPT Reading verint proposal KF Collab Bi/PolyEncoder Accuracy Efficiency Pathway to Open Source Grant Hitach/AVTN Knowledge Building Community Exposure Group meeting notes cisco Students PH --> NS,test coverage for highlight walker,Myca,-1
5218,Umich clear emails MPACE,test coverage for highlight walker,Myca,-1
5219,House Planning Doc clean and tidy up around the house change battery in senor send cancelling email to Proof organize garage fix dangling wire behind TV automate everything plant new aero garden buy and assemble dresser Patch the drywall holes in closet organize basement,test coverage for highlight walker,Myca,-1
5220,Green Card,test coverage for highlight walker,Myca,-1
5221,Myca Myca Dev wiki set up instructions track and record where user is logging in from latency reduction of the jac implementaiton think about how to do AI improvement potential performance slowdown overtime due to redis caching?,test coverage for highlight walker,Myca,-1
5222,Myca Commands LL weekly Myca Dev Myca Working Diary Myca Q1 Goals set up weekly user usage tracking Notes,test coverage for highlight walker,Myca,1
5223,Jaseci open source update jaseci-serv actions,UPDATE WORLD VIEW,,-1
5224,Jaseci HLP Dev notes,UPDATE WORLD VIEW,,-1
5225,Jaseci commands and resource v75 progress Jaseci Master Plan open source HLP update canoniCAI,UPDATE WORLD VIEW,,-1
5226,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account timecard go to BOA,UPDATE WORLD VIEW,,-1
5227,ME Get in shape weight workout Go to bed on time Wake up on time Breakfast,UPDATE WORLD VIEW,,-1
5228,ME Relationship facetime with parents special dinner with JaLi check Xiang messages,UPDATE WORLD VIEW,,-1
5229,ME Health Health check physciatrist,UPDATE WORLD VIEW,,-1
5230,ME interests group find more volunteering opportunities,UPDATE WORLD VIEW,,-1
5231,ME Get in shape Relationship Health learn keyboard for 30 min interests group,UPDATE WORLD VIEW,,-1
5232,Chores bring trash cart back in laundry grocery get mails take out trash install video doorbell go pick up sunglasses,UPDATE WORLD VIEW,,-1
5233,Research EAR email https://mail.google.com/mail/u/1/#search/cacf%40umich.edu/FMfcgzGmthkHgzJRvvBxNjkPTsKcqJGd,UPDATE WORLD VIEW,,-1
5234,Research NS2.0 notes,UPDATE WORLD VIEW,,-1
5235,Research ASPLOS/CAL Jaseci Research Daily notes aws cluster access lit search,UPDATE WORLD VIEW,,-1
5236,Research GAN-GPT read GPT read Electra,UPDATE WORLD VIEW,,-1
5237,Research Reading MLsys seminar,UPDATE WORLD VIEW,,-1
5238,Research verint proposal Proposal,UPDATE WORLD VIEW,,-1
5239,Research KF Collab Ideas Kris avatar idea  Emotional tone Accuracy Efficiency Read wisc paper,UPDATE WORLD VIEW,,-1
5240,Research Bi/PolyEncoder,UPDATE WORLD VIEW,,-1
5241,Research Accuracy Efficiency slide deck,UPDATE WORLD VIEW,,-1
5242,Research Pathway to Open Source Grant notes follow up with one pager exec summary POSE contribution model text and diagrams,UPDATE WORLD VIEW,,-1
5243,Research Hitach/AVTN VILD Repo Notes Arxiv paper plan,UPDATE WORLD VIEW,,-1
5244,"Research Knowledge Building Serverless computing on heterogeneous computers INFless: a native serverless system for low-latency, high-throughput inference Client-optimized algorithms and acceleration for encrypted compute offloading SOL: safe on-node learning in cloud platforms IOCost: block IO control for containers in datacenters VELTAIR: towards high-performance multi-tenant deep learning services via adaptive compilation and scheduling Breaking the computation and communication abstraction barrier in distributed machine learning workloads",UPDATE WORLD VIEW,,-1
5245,Research Community Exposure,UPDATE WORLD VIEW,,-1
5246,Research cisco notes,UPDATE WORLD VIEW,,-1
5247,Research Students Roland Daynauth Chris Clarke Huanchen Sun Baichuan Li Stefan Heng Joshua Kisson Alex Zongyu Chen,UPDATE WORLD VIEW,,-1
5248,Research EAR clarity lab research meeting NS2.0 ASPLOS/CAL GAN-GPT Reading verint proposal KF Collab Bi/PolyEncoder Accuracy Efficiency Pathway to Open Source Grant Hitach/AVTN Knowledge Building Community Exposure Group meeting notes cisco Students PH --> NS,UPDATE WORLD VIEW,,-1
5249,Umich clear emails MPACE,UPDATE WORLD VIEW,,-1
5250,House Planning Doc clean and tidy up around the house change battery in senor send cancelling email to Proof organize garage fix dangling wire behind TV automate everything plant new aero garden buy and assemble dresser Patch the drywall holes in closet organize basement,UPDATE WORLD VIEW,,-1
5251,Green Card,UPDATE WORLD VIEW,,-1
5252,Myca Myca Dev wiki set up instructions track and record where user is logging in from latency reduction of the jac implementaiton think about how to do AI improvement potential performance slowdown overtime due to redis caching?,UPDATE WORLD VIEW,,-1
5253,Myca Commands LL weekly Myca Dev Myca Working Diary Myca Q1 Goals set up weekly user usage tracking Notes test coverage for highlight walker,UPDATE WORLD VIEW,,-1
5254,Jaseci open source update jaseci-serv actions,Plan for the day,,-1
5255,Jaseci HLP Dev notes,Plan for the day,,-1
5256,Jaseci commands and resource v75 progress Jaseci Master Plan open source HLP update canoniCAI,Plan for the day,,-1
5257,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account timecard go to BOA,Plan for the day,,-1
5258,ME Get in shape weight workout Go to bed on time Wake up on time Breakfast,Plan for the day,,-1
5259,ME Relationship facetime with parents special dinner with JaLi check Xiang messages,Plan for the day,,-1
5260,ME Health Health check physciatrist,Plan for the day,,-1
5261,ME interests group find more volunteering opportunities,Plan for the day,,-1
5262,ME Get in shape Relationship Health learn keyboard for 30 min interests group,Plan for the day,,-1
5263,Chores bring trash cart back in laundry grocery get mails take out trash install video doorbell go pick up sunglasses,Plan for the day,,-1
5264,Research EAR email https://mail.google.com/mail/u/1/#search/cacf%40umich.edu/FMfcgzGmthkHgzJRvvBxNjkPTsKcqJGd,Plan for the day,,-1
5265,Research NS2.0 notes,Plan for the day,,-1
5266,Research ASPLOS/CAL Jaseci Research Daily notes aws cluster access lit search,Plan for the day,,-1
5267,Research GAN-GPT read GPT read Electra,Plan for the day,,-1
5268,Research Reading MLsys seminar,Plan for the day,,-1
5269,Research verint proposal Proposal,Plan for the day,,-1
5270,Research KF Collab Ideas Kris avatar idea  Emotional tone Accuracy Efficiency Read wisc paper,Plan for the day,,-1
5271,Research Bi/PolyEncoder,Plan for the day,,-1
5272,Research Accuracy Efficiency slide deck,Plan for the day,,-1
5273,Research Pathway to Open Source Grant notes follow up with one pager exec summary POSE contribution model text and diagrams,Plan for the day,,-1
5274,Research Hitach/AVTN VILD Repo Notes Arxiv paper plan,Plan for the day,,-1
5275,"Research Knowledge Building Serverless computing on heterogeneous computers INFless: a native serverless system for low-latency, high-throughput inference Client-optimized algorithms and acceleration for encrypted compute offloading SOL: safe on-node learning in cloud platforms IOCost: block IO control for containers in datacenters VELTAIR: towards high-performance multi-tenant deep learning services via adaptive compilation and scheduling Breaking the computation and communication abstraction barrier in distributed machine learning workloads",Plan for the day,,-1
5276,Research Community Exposure,Plan for the day,,-1
5277,Research cisco notes,Plan for the day,,-1
5278,Research Students Roland Daynauth Chris Clarke Huanchen Sun Baichuan Li Stefan Heng Joshua Kisson Alex Zongyu Chen,Plan for the day,,-1
5279,Research EAR clarity lab research meeting NS2.0 ASPLOS/CAL GAN-GPT Reading verint proposal KF Collab Bi/PolyEncoder Accuracy Efficiency Pathway to Open Source Grant Hitach/AVTN Knowledge Building Community Exposure Group meeting notes cisco Students PH --> NS,Plan for the day,,-1
5280,Umich clear emails MPACE,Plan for the day,,-1
5281,House Planning Doc clean and tidy up around the house change battery in senor send cancelling email to Proof organize garage fix dangling wire behind TV automate everything plant new aero garden buy and assemble dresser Patch the drywall holes in closet organize basement,Plan for the day,,-1
5282,Green Card,Plan for the day,,-1
5283,Myca Myca Dev wiki set up instructions track and record where user is logging in from latency reduction of the jac implementaiton think about how to do AI improvement potential performance slowdown overtime due to redis caching?,Plan for the day,,-1
